volcano_number,volcano_name,primary_volcano_type,last_eruption_year,country,region,subregion,latitude,longitude,elevation,tectonic_settings,evidence_category,population_within_5_km,population_within_10_km,population_within_30_km,population_within_100_km,eruption_count,country-code
283271,Towada,Caldera,915,Japan,"Japan, Taiwan, Marianas",Honshu,40.51,140.88,1011,Subduction zone / Continental crust (>25 km),Eruption Observed,12366,12366,103631,2237010,0,392
285030,Toya,Stratovolcano,2001,Japan,"Japan, Taiwan, Marianas",Hokkaido,42.544,140.839,733,Subduction zone / Continental crust (>25 km),Eruption Observed,5723,36191,214565,3206914,12,392
257090,Traitor's Head,Stratovolcano,1881,Vanuatu,Melanesia and Australia,Vanuatu,-18.754,169.238,817,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,207,380,7007,30651,2,548
357101,Tralihue,Stratovolcano,Unknown,Argentina,South America,Central Chile and Argentina,-38.509,-70.898,2448,Intraplate / Continental crust (>25 km),Evidence Credible,43,385,4621,97456,0,32
312160,Trident,Stratovolcano,1974,United States,Alaska,Alaska Peninsula,58.236,-155.1,1864,Subduction zone / Continental crust (>25 km),Eruption Observed,0,0,0,117,15,840
386010,Tristan da Cunha,Shield,1962,United Kingdom,Atlantic Ocean,Atlantic Ocean (southern),-37.092,-12.28,2060,Rift zone / Oceanic crust (< 15 km),Eruption Observed,12,12,12,32,2,826
360100,"Trois Pitons, Morne",Complex,920,Dominica,West Indies,West Indies,15.37,-61.33,1387,Subduction zone / Oceanic crust (< 15 km),Eruption Dated,2493,29522,62348,687847,0,212
357081,Trolon,Lave dome,Unknown,Argentina,South America,Central Chile and Argentina,-37.738,-70.906,2360,Subduction zone / Continental crust (>25 km),Evidence Uncertain,17,235,2539,65041,0,32
357072,Tromen,Stratovolcano,1822,Argentina,South America,Central Chile and Argentina,-37.144,-70.033,4114,Subduction zone / Continental crust (>25 km),Eruption Observed,12,196,2928,47403,2,32
358011,Tronador,Stratovolcano,Unknown,Chile-Argentina,South America,Southern Chile and Argentina,-41.157,-71.885,3478,Subduction zone / Continental crust (>25 km),Evidence Uncertain,7,106,1293,380976,0,0
221250,Tullu Moje,Pyroclastic cone,1900,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,8.159,39.137,2343,Rift zone / Continental crust (>25 km),Eruption Observed,11514,51976,546291,5565084,2,231
373040,Tungnafellsjokull,Stratovolcano,Unknown,Iceland,Iceland and Arctic Ocean,Iceland (northeastern),64.75,-17.916,1523,Rift zone / Oceanic crust (< 15 km),Evidence Credible,0,0,0,927,0,352
302050,Tunkin Depression,Volcanic field,Unknown,Russia,Kamchatka and Mainland Asia,Russia (southeastern),51.5,102.5,1200,Rift zone / Continental crust (>25 km),Evidence Uncertain,431,431,6533,63490,0,643
357010,Tupungatito,Stratovolcano,1987,Chile-Argentina,South America,Central Chile and Argentina,-33.425,-69.797,5660,Subduction zone / Continental crust (>25 km),Eruption Observed,612,923,6161,6169105,20,0
345070,Turrialba,Stratovolcano,2019,Costa Rica,México and Central America,Costa Rica,10.025,-83.767,3340,Subduction zone / Continental crust (>25 km),Eruption Observed,1891,6867,672428,3390544,15,188
244020,Tutuila,Tuff cone,440,United States,New Zealand to Fiji,Samoan and Wallis Islands,-14.295,-170.7,653,Subduction zone / Oceanic crust (< 15 km),Eruption Dated,16653,49763,56239,67387,0,840
354040,Tutupaca,Stratovolcano,1802,Peru,South America,Peru,-17.026,-70.372,5801,Subduction zone / Continental crust (>25 km),Eruption Observed,18,1125,21124,213931,5,604
320031,Tuya Volcanic Field,Volcanic field,Unknown,Canada,Canada and Western USA,Canada,59.37,-130.58,2123,Intraplate / Continental crust (>25 km),Evidence Credible,0,0,0,665,0,124
355150,Tuzgle,Stratovolcano,Unknown,Argentina,South America,"Northern Chile, Bolivia and Argentina",-24.05,-66.48,5486,Subduction zone / Continental crust (>25 km),Evidence Uncertain,42,217,4740,22953,0,32
300540,Tuzovsky,Shield,Unknown,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.32,159.967,1516,Subduction zone / Continental crust (>25 km),Evidence Uncertain,0,0,128,3636,0,643
323160,Ubehebe Craters,Maar(s),-150,United States,Canada and Western USA,USA (California),37.02,-117.45,752,Rift zone / Continental crust (>25 km),Eruption Dated,18,94,262,15354,0,840
300241,Udina,Stratovolcano,Unknown,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.758,160.527,2886,Subduction zone / Continental crust (>25 km),Evidence Credible,0,2,63,10334,0,643
302030,Udokan Plateau,Pyroclastic cone,-220,Russia,Kamchatka and Mainland Asia,Russia (southeastern),56.28,117.77,2180,Rift zone / Continental crust (>25 km),Eruption Dated,12,12,62,4688,0,643
312130,Ugashik-Peulik,Stratovolcano,1814,United States,Alaska,Alaska Peninsula,57.751,-156.368,1474,Subduction zone / Continental crust (>25 km),Eruption Observed,0,0,0,102,3,840
329010,Uinkaret Field,Volcanic field,1100,United States,Canada and Western USA,USA (Arizona),36.38,-113.13,1555,Rift zone / Continental crust (>25 km),Eruption Dated,92,92,170,149617,1,840
312131,Ukinrek Maars,Maar(s),1977,United States,Alaska,Alaska Peninsula,57.832,-156.51,91,Subduction zone / Continental crust (>25 km),Eruption Observed,0,0,0,739,1,840
300350,Uksichan,Shield,Unknown,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.08,158.38,1692,Subduction zone / Continental crust (>25 km),Evidence Uncertain,0,6,67,4416,0,643
306030,Ulreung,Stratovolcano,-2990,South Korea,Kamchatka and Mainland Asia,Korea,37.5,130.87,984,Intraplate / Continental crust (>25 km),Eruption Dated,7399,9210,9210,9210,0,0
251060,Umboi,Complex,Unknown,Papua New Guinea,Melanesia and Australia,Northeast of New Guinea,-5.589,147.875,1548,Subduction zone / Continental crust (>25 km),Evidence Credible,249,1127,5585,83275,0,598
263230,Ungaran,Stratovolcano,Unknown,Indonesia,Indonesia,Java,-7.18,110.33,2050,Subduction zone / Continental crust (>25 km),Evidence Credible,6705,110008,4595534,25639073,0,360
282100,Unzendake,Complex,1996,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,32.761,130.299,1483,Subduction zone / Continental crust (>25 km),Eruption Observed,6979,76424,444737,7313362,8,392
244030,Upolu,Shield,Unknown,Samoa,New Zealand to Fiji,Samoan and Wallis Islands,-13.935,-171.72,1100,Subduction zone / Oceanic crust (< 15 km),Evidence Credible,680,13753,144419,198677,0,882
290191,Uratman,Stratovolcano,Unknown,Russia,Kuril Islands,Kuril Islands,47.12,152.25,678,Subduction zone / Oceanic crust (< 15 km),Evidence Credible,3,9,20,33,0,643
300261,Ushkovsky,Compound,1890,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.113,160.509,3943,Subduction zone / Continental crust (>25 km),Eruption Observed,0,0,292,12461,1,643
343081,Usulutan,Stratovolcano,Unknown,El Salvador,México and Central America,El Salvador and Honduras,13.419,-88.471,1449,Subduction zone / Continental crust (>25 km),Evidence Credible,22940,154864,610124,5434637,0,222
343160,Utila Island,Pyroclastic cone,Unknown,Honduras,México and Central America,El Salvador and Honduras,16.12,-86.882,74,Subduction zone / Continental crust (>25 km),Evidence Credible,2260,2260,2260,650270,0,340
231020,"Uwayrid, Harrat",Volcanic field,640,Saudi Arabia,Middle East and Indian Ocean,Middle East (southern),27.08,37.25,1920,Intraplate / Continental crust (>25 km),Eruption Dated,659,659,659,58643,0,682
300170,Uzon,Caldera,200,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.5,159.97,1617,Subduction zone / Continental crust (>25 km),Eruption Dated,0,0,294,9144,0,643
244000,Vailulu'u,Submarine,2003,United States,New Zealand to Fiji,Samoan and Wallis Islands,-14.215,-169.058,-592,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,0,0,0,1387,3,840
214080,Vaiyots-Sar,Pyroclastic cone,-2000,Armenia,Mediterranean and Western Asia,Western Asia,39.797,45.497,2575,Intraplate / Continental crust (>25 km),Eruption Dated,31477,31477,57079,1465950,0,51
233015,Vakinankaratra,Pyroclastic cone,Unknown,Madagascar,Middle East and Indian Ocean,Indian Ocean (western),-19.85,46.942,2644,Intraplate / Continental crust (>25 km),Evidence Credible,123192,123192,413328,5184370,0,450
346030,"Valle, El",Stratovolcano,Unknown,Panama,México and Central America,Panama,8.58,-80.17,1185,Subduction zone / Continental crust (>25 km),Evidence Uncertain,1544,7458,131928,2108003,0,591
290370,Vernadskii Ridge,Pyroclastic cone,Unknown,Russia,Kuril Islands,Kuril Islands,50.55,155.97,1183,Subduction zone / Continental crust (>25 km),Evidence Credible,0,2,976,3064,0,643
372010,Vestmannaeyjar,Submarine,1973,Iceland,Iceland and Arctic Ocean,Iceland (southern),63.416,-20.266,283,Rift zone / Oceanic crust (< 15 km),Eruption Observed,1685,1685,2188,17538,4,352
211020,Vesuvius,Stratovolcano,1944,Italy,Mediterranean and Western Asia,Italy,40.821,14.426,1281,Subduction zone / Continental crust (>25 km),Eruption Observed,19162,675705,3907941,6009961,37,380
253030,Victory,Stratovolcano,1935,Papua New Guinea,Melanesia and Australia,New Guinea and D'Entrecasteaux Islands,-9.2,149.07,1925,Subduction zone / Continental crust (>25 km),Eruption Observed,16,96,14042,116816,2,598
357120,Villarrica,Stratovolcano,2020,Chile,South America,Central Chile and Argentina,-39.42,-71.93,2847,Subduction zone / Continental crust (>25 km),Eruption Observed,477,1067,35118,667788,151,152
300083,Vilyuchik,Stratovolcano,-8050,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,52.7,158.28,2173,Subduction zone / Continental crust (>25 km),Eruption Dated,0,1,23874,276468,0,643
223050,Visoke,Stratovolcano,1957,DR Congo-Rwanda,Africa and Red Sea,Africa (central),-1.458,29.485,3696,Rift zone / Continental crust (>25 km),Eruption Observed,17165,88356,1162209,10953315,2,0
300059,Visokiy,Stratovolcano,Unknown,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,52.43,157.93,1234,Subduction zone / Continental crust (>25 km),Evidence Credible,0,0,30,232358,0,643
302040,Vitim Volcanic Field,Pyroclastic cone,Unknown,Russia,Kamchatka and Mainland Asia,Russia (southeastern),53.75,113.25,1250,Unknown,Evidence Credible,669,669,669,10035,0,643
225020,"Voon, Tarso",Stratovolcano,Unknown,Chad,Africa and Red Sea,Africa (northern),20.92,17.28,3100,Intraplate / Continental crust (>25 km),Unrest / Holocene,0,0,0,3220,0,148
300720,Voyampolsky,Shield,Unknown,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,58.374,160.631,1103,Subduction zone / Continental crust (>25 km),Evidence Uncertain,0,0,74,2758,0,643
211050,Vulcano,Stratovolcano,1890,Italy,Mediterranean and Western Asia,Italy,38.404,14.962,500,Subduction zone / Continental crust (>25 km),Eruption Observed,2259,23059,86766,2093800,24,380
211003,Vulsini,Caldera,-104,Italy,Mediterranean and Western Asia,Italy,42.6,11.93,800,Subduction zone / Continental crust (>25 km),Eruption Observed,71789,71789,195475,4627250,0,380
300221,Vysoky,Stratovolcano,-550,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.064,160.765,2129,Subduction zone / Continental crust (>25 km),Eruption Dated,0,0,123,3657,0,643
390024,Waesche,Shield,Unknown,Antarctica,Antarctica,Antarctica and South Sandwich Islands,-77.17,-126.88,3292,Intraplate / Continental crust (>25 km),Evidence Uncertain,0,0,0,0,0,10
244050,Wallis Islands,Shield,Unknown,France,New Zealand to Fiji,Samoan and Wallis Islands,-13.3,-176.17,143,Subduction zone / Oceanic crust (< 15 km),Evidence Credible,6897,15214,15342,15342,0,250
324030,Wapi Lava Field,Shield,-300,United States,Canada and Western USA,USA (Idaho),42.88,-113.22,1604,Rift zone / Continental crust (>25 km),Eruption Dated,6,6,1394,172539,0,840
283071,Washiba-Kumonotaira,Shield,Unknown,Japan,"Japan, Taiwan, Marianas",Honshu,36.408,137.594,2924,Subduction zone / Continental crust (>25 km),Evidence Credible,53,215,104826,4446247,0,392
360101,"Watt, Morne",Stratovolcano,1997,Dominica,West Indies,West Indies,15.307,-61.305,1224,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,1818,35821,63178,545352,2,212
320150,Wells Gray-Clearwater,Pyroclastic cone,1550,Canada,Canada and Western USA,Canada,52.33,-120.57,2576,Intraplate / Continental crust (>25 km),Eruption Dated,716,716,716,18280,1,124
321060,West Crater,Volcanic field,-5750,United States,Canada and Western USA,USA (Washington),45.88,-122.08,1329,Subduction zone / Continental crust (>25 km),Eruption Dated,505,505,14359,2225092,0,840
210010,West Eifel Volcanic Field,Maar(s),-8300,Germany,Mediterranean and Western Asia,Western Europe,50.17,6.85,600,Rift zone / Continental crust (>25 km),Eruption Dated,94991,94991,232256,7945412,0,276
243130,West Mata,Submarine,2009,Tonga,New Zealand to Fiji,Tonga Islands,-15.1,-173.75,-1174,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,0,0,0,1755,1,776
311340,Westdahl,Stratovolcano,1992,United States,Alaska,Aleutian Islands,54.516,-164.65,1563,Subduction zone / Continental crust (>25 km),Eruption Observed,0,0,0,305,8,840
241040,Whakaari/White Island,Stratovolcano,2019,New Zealand,New Zealand to Fiji,New Zealand,-37.52,177.18,294,Subduction zone / Continental crust (>25 km),Eruption Observed,5,5,5,190290,42,554
241011,Whangarei,Pyroclastic cone,Unknown,New Zealand,New Zealand to Fiji,New Zealand,-35.75,174.27,397,Subduction zone / Continental crust (>25 km),Evidence Uncertain,51419,51419,62244,145873,0,554
263270,Wilis,Stratovolcano,Unknown,Indonesia,Indonesia,Java,-7.808,111.758,2563,Subduction zone / Continental crust (>25 km),Evidence Credible,514,5376,2150615,21455776,1,360
252080,Witori,Caldera,2012,Papua New Guinea,Melanesia and Australia,New Britain,-5.576,150.516,724,Subduction zone / Continental crust (>25 km),Eruption Observed,24509,24509,37824,145382,13,598
315020,Wrangell,Shield,1912,United States,Alaska,Alaska (eastern),62.006,-144.017,4278,Intraplate / Continental crust (>25 km),Eruption Observed,0,0,0,1844,13,840
305030,Wudalianchi,Volcanic field,1776,China,Kamchatka and Mainland Asia,China (eastern),48.72,126.12,597,Intraplate / Continental crust (>25 km),Eruption Observed,57885,57885,136201,2164526,2,156
283070,Yakedake,Stratovolcano,1995,Japan,"Japan, Taiwan, Marianas",Honshu,36.227,137.587,2455,Subduction zone / Continental crust (>25 km),Eruption Observed,995,2995,156542,4595286,31,392
231080,"Yar, Jabal",Volcanic field,1810,Saudi Arabia,Middle East and Indian Ocean,Middle East (southern),17.05,42.83,305,Intraplate / Continental crust (>25 km),Eruption Observed,292582,292582,574162,2204954,1,682
257100,Yasur,Stratovolcano,2020,Vanuatu,Melanesia and Australia,Vanuatu,-19.532,169.447,361,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,3636,6068,24748,32427,2,548
300021,Yavinsky,Stratovolcano,-4050,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,51.533,156.629,646,Subduction zone / Continental crust (>25 km),Eruption Dated,30,595,1356,4813,0,643
325010,Yellowstone,Caldera,-1350,United States,Canada and Western USA,USA (Wyoming),44.43,-110.67,2805,Rift zone / Continental crust (>25 km),Eruption Dated,0,0,234,20692,0,840
343150,"Yojoa, Lake",Volcanic field,Unknown,Honduras,México and Central America,El Salvador and Honduras,14.98,-87.98,1090,Subduction zone / Continental crust (>25 km),Evidence Credible,123374,123374,279991,3336190,0,340
282021,Yokoate-jima,Stratovolcano,1835,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,28.797,128.997,495,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,62,64,72,72351,1,392
283031,Yokodake,Stratovolcano,1200,Japan,"Japan, Taiwan, Marianas",Honshu,36.087,138.32,2480,Subduction zone / Continental crust (>25 km),Eruption Dated,1920,11751,484929,6385773,1,392
282081,Yonemaru-Sumiyoshiike,Maar(s),-6200,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.771,130.592,40,Subduction zone / Continental crust (>25 km),Eruption Dated,18080,73354,923168,2959509,0,392
285032,Yoteizan,Stratovolcano,-1050,Japan,"Japan, Taiwan, Marianas",Hokkaido,42.827,140.812,1888,Subduction zone / Continental crust (>25 km),Eruption Dated,205,19419,80006,2988960,0,392
354050,Yucamane,Stratovolcano,-1320,Peru,South America,Peru,-17.184,-70.196,5495,Subduction zone / Continental crust (>25 km),Eruption Observed,51,692,10396,467713,0,604
282130,Yufu-Tsurumi,Lave dome,867,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,33.282,131.39,1584,Subduction zone / Continental crust (>25 km),Eruption Observed,28543,139722,709942,7767905,0,392
311210,Yunaska,Shield,1937,United States,Alaska,Aleutian Islands,52.643,-170.629,550,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,0,0,0,0,6,840
343140,"Zacate Grande, Isla",Stratovolcano,Unknown,Honduras,México and Central America,El Salvador and Honduras,13.33,-87.63,640,Subduction zone / Continental crust (>25 km),Evidence Credible,7059,11942,195736,3647832,0,340
283190,Zaozan [Zaosan],Complex,1940,Japan,"Japan, Taiwan, Marianas",Honshu,38.144,140.44,1841,Subduction zone / Continental crust (>25 km),Eruption Observed,632,4681,550409,4956958,39,392
300480,Zaozerny,Shield,Unknown,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.88,159.95,1349,Subduction zone / Continental crust (>25 km),Evidence Uncertain,0,0,50,10351,0,643
344111,Zapatera,Shield,Unknown,Nicaragua,México and Central America,Nicaragua,11.73,-85.82,629,Subduction zone / Continental crust (>25 km),Evidence Credible,136,2104,214864,2537550,0,558
300124,Zavaritsky,Pyroclastic cone,-800,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.905,158.385,1567,Subduction zone / Continental crust (>25 km),Eruption Dated,0,0,37,223868,0,643
390130,Zavodovski,Stratovolcano,2016,United Kingdom,Antarctica,Antarctica and South Sandwich Islands,-56.3,-27.57,551,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,0,0,0,0,5,826
300242,Zimina,Stratovolcano,Unknown,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.862,160.603,3057,Subduction zone / Continental crust (>25 km),Evidence Credible,0,0,77,11184,0,643
341061,Zitacuaro-Valle de Bravo,Caldera,-3050,Mexico,México and Central America,Mexico,19.4,-100.25,3500,Subduction zone / Continental crust (>25 km),Eruption Dated,231977,231977,490440,4838069,0,484
221020,Zubair Group,Shield,2013,Yemen,Africa and Red Sea,Africa (northeastern) and Red Sea,15.05,42.18,191,Rift zone / Oceanic crust (< 15 km),Eruption Observed,7,7,7,671171,4,887
221021,Zukur,Shield,Unknown,Yemen,Africa and Red Sea,Africa (northeastern) and Red Sea,14.02,42.75,624,Rift zone / Oceanic crust (< 15 km),Evidence Credible,508,922,1075,1472800,0,887
